B	BP	BV	id	normal / touch / 360 / detachable	Brand	Model	Best Price	Color	Screen	RAM	Processor	VRAM	GPU	Storage	OS	MS offc	Warranty	Thickness	Weight	Backlit keyboard	DVD	91mobiles	Amazon	Flipkart	Snapdeal	Tata Cliq	Croma	screen size in numbers	processor score	gpu score	ddr4/ddr3	gddr5/ddr3	ssd/hdd	RAM Memory	VRAM Memory	cpu score bucket	gpu score bucket	comment on processor	comment on GPU	pic name	series name	part number / model name for HP	model name for HP subtracted	Build Score (x/4)	Build Review	Screen Score (x/4)	Screen Review	Audio Score (x/4)	Audio Review	Keyboard (x/4)	Keyboard Review	Touchpad Score (x/4)	Touchpad Review	Heating Score (x/3)	Heating Review	Additional Cons (not in brackets)	Additional Pros (not in brackets)
1	1	1	668	normal	Lenovo	Ideapad Y700 (80NV00THIH)	106621	Black	"15.6"" FHD"	16GB DDR4	i7 6700HQ	4GB GDDR5	NV GTX 960M	1TB 5400RPM + 128GB SSD	Win 10	No	3 yr											15.6	8132	44	1	1	3	16	4	6	3	i7 6700HQ performs 15-20% better than i5 7300HQ & 5-10% worse than i7 7700HQ	capable of playing games like crysis 3, battlefield 1 on high resolution	Y700_15_Black	Ideapad Y700 	80NV00THIH		3	brushed aluminium lid, dark ruberizd palm rests, large speaker grills, sadly not unibody	3	not so deep colors	4	loud and good quality with bass	3	little shallow, works fine	4	smooth matte plastic, large area	3	by gaming laptop standard		
3	3	3	669	normal	Lenovo	Ideapad Y700-15ISK (80NV00J3IH)	90999	Black	"15.6"" FHD"	8GB DDR4	i7 6700HQ	4GB GDDR5	NV GTX 960M	1TB 5400RPM	Win 10	No	1 yr											15.6	8132	44	1	1	1	8	4	6	3	i7 6700HQ performs 15-20% better than i5 7300HQ & 5-10% worse than i7 7700HQ	capable of playing games like crysis 3, battlefield 1 on high resolution	Y700_15_Black	Ideapad Y700-15ISK 	80NV00J3IH		3	brushed aluminium lid, dark ruberizd palm rests, large speaker grills, sadly not unibody	3	not so deep colors	4	loud and good quality with bass	3	little shallow, works fine	4	smooth matte plastic, large area	3	by gaming laptop standard		
3	3	3	670	normal	Lenovo	Ideapad Y700 (80NV0028US)	97990	Black	"15.6"" FHD"	16GB DDR4	i7 6700HQ	4GB DDR3	NV GTX 960M	1TB 5400RPM	Win 10	No	1 yr											15.6	8132	44	1	0	1	16	4	6	3	i7 6700HQ performs 15-20% better than i5 7300HQ & 5-10% worse than i7 7700HQ	capable of playing games like crysis 3, battlefield 1 on high resolution	Y700_15_Black	Ideapad Y700 	80NV0028US		3	brushed aluminium lid, dark ruberizd palm rests, large speaker grills, sadly not unibody	3	not so deep colors	4	loud and good quality with bass	3	little shallow, works fine	4	smooth matte plastic, large area	3	by gaming laptop standard		
12	18	18	671	normal	Lenovo	G50-80 (80E503FFIH)	36948	Black	"15.6"" HD"	8GB DDR3	i3 5005U	2GB DDR3	AMD R5 M330	1TB 5400RPM	Win 10	No	1 yr											15.6	2923	3	0	0	1	8	2	3	1	i3 5005U performs 40-50% better than Pentium N3540 & 5-10% worse than i3 6006U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	G50-45, G50-80, G50-30_15_Black	G50-80 	80E503FFIH		2	completely plastic, hinges arent very strong, average overall	2	-	3	good voulme, average quality	3	a little spongy but good overall	3	-	3	-		
3	9	9	672	normal	Lenovo	Ideapad 310 (80SM01F3IH)	36430	Silver	"15.6"" FHD"	4GB DDR4	i3 6006U	2GB DDR3	NV GT 920MX	1TB 5400RPM	DOS	No	1 yr											15.6	3143	23	1	0	1	4	2	4	2	i3 6006U performs 5-10% better than i3 5005U & 15-20% worse than i3 7100U	not as good as 940MX, 930MX, but much better than R5 M430/M330	Ideapad 300_15_Silver	Ideapad 310 	80SM01F3IH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
3	9	9	673	normal	Lenovo	Ideapad 310 (80SM01F8IH)	40180	Silver	"15.6"" FHD"	4GB DDR4	i3 6006U	2GB DDR3	NV GT 920MX	1TB 5400RPM	Win 10	No	1 yr											15.6	3143	23	1	0	1	4	2	4	2	i3 6006U performs 5-10% better than i3 5005U & 15-20% worse than i3 7100U	not as good as 940MX, 930MX, but much better than R5 M430/M330	Ideapad 300_15_Silver	Ideapad 310 	80SM01F8IH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
3	9	9	674	normal	Lenovo	Ideapad 310 (80SM01LXIH)	41990	Black	"15.6"" HD"	8GB DDR4	i3 6006U	2GB DDR3	NV GT 920MX	1TB 5400RPM	Win 10	Yes	1 yr											15.6	3143	23	1	0	1	8	2	4	2	i3 6006U performs 5-10% better than i3 5005U & 15-20% worse than i3 7100U	not as good as 940MX, 930MX, but much better than R5 M430/M330	Ideapad 300_15_Black	Ideapad 310 	80SM01LXIH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
3	9	9	675	normal	Lenovo	Ideapad 310 (80SM01HYIH)	36430	Silver	"15.6"" FHD"	4GB DDR4	i3 6100U	2GB DDR3	NV GT 920MX	1TB 5400RPM	DOS	No	1 yr											15.6	3754	23	1	0	1	4	2	4	2	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U	not as good as 940MX, 930MX, but much better than R5 M430/M330	Ideapad 300_15_Silver	Ideapad 310 	80SM01HYIH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
3	9	9	676	normal	Lenovo	Ideapad 310 (80SM01KEIH)	44360	Black	"15.6"" HD"	4GB DDR4	i3 6100U	2GB DDR3	NV GT 920MX	1TB 5400RPM	Win 10	Yes	1 yr											15.6	3754	23	1	0	1	4	2	4	2	i3 6100U performs 15-20% better than i3 6006U & 0-5% worse than i3 7100U	not as good as 940MX, 930MX, but much better than R5 M430/M330	Ideapad 300_15_Black	Ideapad 310 	80SM01KEIH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
6	12	18	677	360	Lenovo	Yoga 500 (80N40040IN)	62584	White 	"14"" FHD"	4GB DDR3	i5 5200U	2GB DDR3	NV GT 920A	500GB 5400RPM	Win 8.1	No	1 yr											14	3491	1	0	0	1	4	2	4	1	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Yoga 500_14_White	Yoga 500 	80N40040IN		3	top of base unit has aluminium, rest is plastic with soft-touch finish, sturdy overall	3	average brightness, good contrast and viewing angles	3	good quality and volume	3	grippy thanks to roughened surface, very comfortable	4	smooth, accurate	2	-		
6	12	18	678	360	Lenovo	Yoga 500 (80N400MMIN)	62584	White 	"14"" FHD"	4GB DDR3	i5 5200U	2GB DDR3	NV GT 920A	500GB 5400RPM	Win 10	No	1 yr											14	3491	1	0	0	1	4	2	4	1	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Yoga 500_14_White	Yoga 500 	80N400MMIN		3	top of base unit has aluminium, rest is plastic with soft-touch finish, sturdy overall	3	average brightness, good contrast and viewing angles	3	good quality and volume	3	grippy thanks to roughened surface, very comfortable	4	smooth, accurate	2	-		
6	12	18	679	normal	Lenovo	G50-80 (80E503CMIH)	39000	Black	"15.6"" HD"	8GB DDR3	i5 5200U	2GB DDR3	AMD R5 M330	1TB 5400RPM	DOS	No	1 yr											15.6	3491	3	0	0	1	8	2	4	1	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	G50-45, G50-80, G50-30_15_Black	G50-80 	80E503CMIH		2	completely plastic, hinges arent very strong, average overall	2	-	3	good voulme, average quality	3	a little spongy but good overall	3	-	3	-		
6	12	18	680	normal	Lenovo	G50-80 (80E5021LIN)	43200	Black	"15.6"" HD"	4GB DDR3	i5 5200U	2GB DDR3	AMD R5 M330	1TB 5400RPM	DOS	No	1 yr											15.6	3491	3	0	0	1	4	2	4	1	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	G50-45, G50-80, G50-30_15_Black	G50-80 	80E5021LIN		2	completely plastic, hinges arent very strong, average overall	2	-	3	good voulme, average quality	3	a little spongy but good overall	3	-	3	-		
6	12	18	681	normal	Lenovo	G50-80 (80E5038PIN)	44490	Black	"15.6"" HD"	8GB DDR3	i5 5200U	2GB DDR3	AMD R5 M330	1TB 5400RPM	Win 10	No	1 yr											15.6	3491	3	0	0	1	8	2	4	1	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	G50-45, G50-80, G50-30_15_Black	G50-80 	80E5038PIN		2	completely plastic, hinges arent very strong, average overall	2	-	3	good voulme, average quality	3	a little spongy but good overall	3	-	3	-		
3	3	9	682	normal	Lenovo	Ideapad 310 (80SM01EEIH)	41990	Black	"15.6"" HD"	8GB DDR4	i5 6200U	2GB DDR3	NV GT 920MX	1TB 5400RPM	DOS	No	1 yr											15.6	4100	23	1	0	1	8	2	5	2	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	not as good as 940MX, 930MX, but much better than R5 M430/M330	Ideapad 300_15_Black	Ideapad 310 	80SM01EEIH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
3	3	9	683	normal	Lenovo	Ideapad 310 (80SM01EFIH)	46990	Black	"15.6"" HD"	8GB DDR4	i5 6200U	2GB DDR3	NV GT 920MX	1TB 5400RPM	Win 10	No	1 yr			No								15.6	4100	23	1	0	1	8	2	5	2	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	not as good as 940MX, 930MX, but much better than R5 M430/M330	Ideapad 300_15_Black	Ideapad 310 	80SM01EFIH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
6	6	18	684	normal	Lenovo	Ideapad 300 (80Q700E0IN)	46990	Black	"15.6"" HD"	8GB DDR3	i5 6200U	2GB DDR3	AMD R5 M330	1TB 5400RPM	Win 10	No	1 yr											15.6	4100	3	0	0	1	8	2	5	1	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Ideapad 300_15_Black	Ideapad 300 	80Q700E0IN		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
6	6	18	685	normal	Lenovo	Ideapad 300 (80Q700UYIH)	48928	Silver	"15.6"" FHD"	8GB DDR3	i5 6200U	2GB DDR3	AMD R5 M330	1TB 5400RPM	Win 10	No	1 yr											15.6	4100	3	0	0	1	8	2	5	1	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Ideapad 300_15_Silver	Ideapad 300 	80Q700UYIH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
6	6	12	686	normal	Lenovo	Ideapad 500S (80Q3005AIN)	54990	Silver	"14"" FHD"	8GB DDR3	i5 6200U	2GB DDR3	NV GT 920M	1TB 5400RPM	Win 10	No	1 yr			No								14	4100	22	0	0	1	8	2	5	2	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	not as good as 940MX, 930MX, 920MX, but much better than R5 M430/M330	Ideapad 500S_14_Silver	Ideapad 500S 	80Q3005AIN		3	good hard plastic, nice finishing, looks simple and elegant	2	average brightness and contrast, poor viewing angles	3	good volume & bass, decent quality	3	-	3	smooth comfortable surface, accurate	2	a few spots get warm under heavy usage		
3	3	9	687	normal	Lenovo	Ideapad 310 (80TV018WIH)	45255	Silver	"15.6"" FHD"	8GB DDR4	i5 7200U	2GB DDR3	NV GT 920MX	1TB 5400RPM	Win 10	No	1 yr											15.6	4732	23	1	0	1	8	2	5	2	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U	not as good as 940MX, 930MX, but much better than R5 M430/M330	Ideapad 300_15_Silver	Ideapad 310 	80TV018WIH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
3	3	15	688	normal	Lenovo	Ideapad 310 (80TV026WIH)	45255	Silver	"15.6"" FHD"	8GB DDR4	i5 7200U	2GB DDR3	NV GT 920A	1TB 5400RPM	Win 10	No	1 yr											15.6	4732	1	1	0	1	8	2	5	1	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Ideapad 300_15_Silver	Ideapad 310 	80TV026WIH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
3	3	9	689	normal	Lenovo	Ideapad 510 (80SV00YCIH)	58400	Gun Metal	"15.6"" HD"	8GB DDR4	i5 7200U	2GB DDR3	NV GT 940MX	1TB 5400RPM	Win 10	Yes	1 yr											15.6	4732	32	1	0	1	8	2	5	2	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U	940MX is the best mid-range GPU	Ideapad 510_15_Gun-Metal	Ideapad 510 	80SV00YCIH		3	good plastic, palm rest area feels metal like	3	good brightness and contrast, average color accuracy, good viewing angles	1	bad quality depite being multimedia laptop, average volume	3	lightly rubberized keys for grip	3	works fine, very precise	2	stays cool under normal usage		
3	3	15	690	360	Lenovo	Yoga 510 (80VB000DIH)	59190	Black	"14"" FHD"	4GB DDR4	i5 7200U	2GB DDR3	AMD R5 M430	1TB 5400RPM	Win 10	No	1 yr											14	4732	9	1	0	1	4	2	5	1	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Yoga 500, 510_14_Black	Yoga 510 	80VB000DIH		3	top of base unit has aluminium, rest is plastic with soft-touch finish, sturdy overall	3	average brightness, good contrast and viewing angles	3	good quality and volume	3	grippy thanks to roughened surface, very comfortable	4	smooth, accurate	2	-		
3	3	9	691	normal	Lenovo	Thinkpad E470 (20H1A016IG)	65439	Black	"14"" HD"	8GB DDR4	i5 7200U	2GB DDR3	NV GT 940MX	1TB 5400RPM	Win 10	No	1 yr											14	4732	32	1	0	1	8	2	5	2	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U	940MX is the best mid-range GPU	Thinkpad E470, E460_14_Black	Thinkpad E470 	20H1A016IG		3	good plastic, clean finishing, firm central hinge	3	-	3	good volume, average quality	4	crisp keys, good grip	4	accurate and precise, also has a trackpoint	2	rear gets hot under heavy usage, palm rest area remains cool		
1.5	7.5	7.5	692	360	Lenovo	Yoga 3 14 (80JH00A2IN)	71890	Silver	"14"" FHD"	8GB DDR3	i7 5500U	2GB DDR3	NV GT 940M	256GB SSD	Win 8.1	No	1 yr											14	4007	28	0	0	3	8	2	4	2	i7 5500U performs 25-30% better than i3 6006U & 0-5% worse than i5 6200U	slightly inferior to 940MX, which is the best mid-range GPU	Yoga 3_14_Silver	Yoga 3 14 	80JH00A2IN		3	above average quality	3	good viewing angles, average brightness and colors	3	good quality and volume	2	shallow and little spongy	3	sufficient size, works well	3	mid bottom gets slightly warm under heavy usage		
6	12	18	693	normal	Lenovo	U41-70 (80JV00CDIN)	63490	SIlver	"14"" FHD"	4GB DDR3	i7 5500U	2GB DDR3	NV GT 920A	1TB 5400RPM	Win 8.1	No	1 yr											14	4007	1	0	0	1	4	2	4	1	i7 5500U performs 25-30% better than i3 6006U & 0-5% worse than i5 6200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	U41_14_Silver	U41-70 	80JV00CDIN		3	aluminium lid, base unit's metal has vertical brushing, rigid and stiff	3	-	3	good quality and volume	3	flat keys, crisp strokes	3	very smooth, good keys	2	upper area gets hot under heavy usage		
6	6	18	694	normal	Lenovo	Ideapad 300 (80Q701L2IH)	49990	Silver	"15.6"" HD"	8GB DDR3	i7 6500U	2GB DDR3	AMD R5 M330	1TB 5400RPM	DOS	No	1 yr											15.6	4431	3	0	0	1	8	2	5	1	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Ideapad 300_15_Silver	Ideapad 300 	80Q701L2IH		1	uneven gaps, sharp end edges, poor plastic	2	average brightness, poor color accuracy and viewing angles	2	decent volume and quality	2	spongy, keyboard flexes while typing	3	accurate, large enough	3	-		
6	6	12	695	normal	Lenovo	Ideapad 500S (80Q30058IN)	63190	Silver	"14"" FHD"	8GB DDR3	i7 6500U	2GB DDR3	NV GT 940M	1TB 5400RPM	Win 10	No	1 yr											14	4431	28	0	0	1	8	2	5	2	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U	slightly inferior to 940MX, which is the best mid-range GPU	Ideapad 500S_14_Silver	Ideapad 500S 	80Q30058IN		3	good hard plastic, nice finishing, looks simple and elegant	2	average brightness and contrast, poor viewing angles	3	good volume & bass, decent quality	3	-	3	smooth comfortable surface, accurate	2	a few spots get warm under heavy usage		
6	6	18	696	360	Lenovo	Yoga 500 (80R50086IH)	68799	Black	"14"" FHD"	8GB DDR3	i7 6500U	2GB DDR3	NV GT 920A	1TB 5400RPM	Win 10	No	1 yr											14	4431	1	0	0	1	8	2	5	1	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Yoga 500, 510_14_Black	Yoga 500 	80R50086IH		3	top of base unit has aluminium, rest is plastic with soft-touch finish, sturdy overall	3	average brightness, good contrast and viewing angles	3	good quality and volume	3	grippy thanks to roughened surface, very comfortable	4	smooth, accurate	2	-		
6	6	18	697	normal	Lenovo	Thinkpad L460 (20FVA35MIG)	77836	Black	"14"" HD"	4GB DDR3	i7 6500U	2GB DDR3	AMD R5 M330	1TB 5400RPM	Win 10	No	3 yr											14	4431	3	0	0	1	4	2	5	1	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U	games like battlefield 1 cannot be played, GTA5 at low settings will be just playable	Thinkpad T460 / L460_14_Black	Thinkpad L460 	20FVA35MIG		4	lid has a soft finish, made of fibreglass-reinforced compound, strong hinges	3	-	2	average quality and volume	4	concave keys for better grip, crisp, high quality	4	accurate and precise, also has a trackpoint	3	stays cool even under heavy usage		
1	1	3.5	698	360	Lenovo	Yoga 710 (80V4000YIH)	86699	Silver	"14"" FHD"	8GB DDR4	i7 7500U	2GB DDR3	NV GT 940MX	256GB SSD	Win 10	No	1 yr											14	5250	32	1	0	3	8	2	6	2	i7 7500U performs 5-10% better than i7 6560U & 10-15% worse than i5 6300HQ	940MX is the best mid-range GPU	Yoga 710_14_Silver	Yoga 710 	80V4000YIH		4	made of aluminium & other premium materials, looks upscale, very sturdy	3	-	3	good quality, average volume	4	-	3	chrome bezel, feels premium, works fine	2	area above keyboard gets warm under heavy usage		
3	3	9	699	normal	Lenovo	Thinkpad E470 (20H1A015IG)	70030	Black	"14"" HD"	8GB DDR4	i7 7500U	2GB DDR3	NV GT 940MX	1TB 5400RPM	Win 10	No	3 yr											14	5250	32	1	0	1	8	2	6	2	i7 7500U performs 5-10% better than i7 6560U & 10-15% worse than i5 6300HQ	940MX is the best mid-range GPU	Thinkpad E470, E460_14_Black	Thinkpad E470 	20H1A015IG		3	good plastic, clean finishing, firm central hinge	3	-	3	good volume, average quality	4	crisp keys, good grip	4	accurate and precise, also has a trackpoint	2	rear gets hot under heavy usage, palm rest area remains cool		
3	3	9	700	normal	Lenovo	Thinkpad E470 (20H1A017IG)	78800	Black	"14"" HD"	8GB DDR4	i7 7500U	2GB DDR3	NV GT 940MX	1TB 5400RPM	Win 10	No	3 yr											14	5250	32	1	0	1	8	2	6	2	i7 7500U performs 5-10% better than i7 6560U & 10-15% worse than i5 6300HQ	940MX is the best mid-range GPU	Thinkpad E470, E460_14_Black	Thinkpad E470 	20H1A017IG		3	good plastic, clean finishing, firm central hinge	3	-	3	good volume, average quality	4	crisp keys, good grip	4	accurate and precise, also has a trackpoint	2	rear gets hot under heavy usage, palm rest area remains cool		
1	1	1	701	normal	MSI	GE62VR 6RF Apache Pro	139900	Black	"15.6"" FHD"	16GB DDR4	i7 6700HQ	6GB	NV GTX 1060	1TB 7200RPM + 128GB SSD	Win 10	No	2 yr											15.6	8132	55	1	0	3	16	6	6	3	i7 6700HQ performs 15-20% better than i5 7300HQ & 5-10% worse than i7 7700HQ		GE62 Apache Pro_15_Black	GE62VR	6RF Apache Pro		3	brushed metal on lid and top of base unit, strong hinges, aluminium lid could have been sturdier	3	average brightness and contrst, good viewing angles	3	loud, decent quality and bass	3	flat smooth keys, comfortable	3	-	1	top of base unit gets hot under heavy usage making it uncomfortable to use, cool under normal usage		
1	1	1	702	normal	MSI	GE62VR 7RF Apache Pro	139900	Black	"15.6"" FHD"	16GB DDR4	i7 7700HQ	6GB	NV GTX 1060	1TB 7200RPM + 256GB SSD	Win 10	No	2 yr											15.6	8971	55	1	0	3	16	6	6	3	i7 7700HQ performs 10-15% better than i7 6700HQ		GE62 Apache Pro_15_Black	GE62VR	7RF Apache Pro		3	brushed metal on lid and top of base unit, strong hinges, aluminium lid could have been sturdier	3	average brightness and contrst, good viewing angles	3	loud, decent quality and bass	3	flat smooth keys, comfortable	3	-	1	top of base unit gets hot under heavy usage making it uncomfortable to use, cool under normal usage		
1	1	1	703	normal	MSI	GE62 7RE Apache Pro	129017	Black	"15.6"" FHD"	16GB DDR4	i7 7700HQ	4GB GDDR5	NV GTX 1050Ti	1TB 7200RPM + 128GB SSD	Win 10	No	2 yr											15.6	8971	52	1	1	3	16	4	6	3	i7 7700HQ performs 10-15% better than i7 6700HQ	capable of playing even the most demanding games on highest resolution	GE62 Apache Pro_15_Black	GE62	7RE Apache Pro		3	brushed metal on lid and top of base unit, strong hinges, aluminium lid could have been sturdier	3	average brightness and contrst, good viewing angles	3	loud, decent quality and bass	3	flat smooth keys, comfortable	3	-	1	top of base unit gets hot under heavy usage making it uncomfortable to use, cool under normal usage		
2	2	2	704	normal	MSI	PE60 7RD	84990	Silver	"15.6"" FHD"	16GB DDR4	i7 7700HQ	4GB GDDR5	NV GTX 1050	1TB 7200RPM	DOS	No	2 yr											15.6	8971	48	1	1	2	16	4	6	3	i7 7700HQ performs 10-15% better than i7 6700HQ	capable of playing even the most demanding games on highest resolution	PE60 7RD_15_Silver	PE60	7RD		3	very thin brushed aluminium cladding on lid and top of base unit, not as rigid as expected	-	-	2	average volume and quality, deep bass	3	soft keys, comfortable	3	smooth	-	-		
2	2	2	705	normal	MSI	GL62 7RD	92000	Black	"15.6"" FHD"	8GB DDR4	i7 7700HQ	4GB GDDR5	NV GTX 1050	1TB 7200RPM	Win 10	No	2 yr											15.6	8971	48	1	1	2	8	4	6	3	i7 7700HQ performs 10-15% better than i7 6700HQ	capable of playing even the most demanding games on highest resolution	GL62_15_Black	GL62	7RD		2	entirely plastic, wobbly lid, decent hinges, satisfactory quality overall	2	average brightness, wide color gamut, low contrast, poor viewing angles	1	tinny and unbalaced, decent volume	3	-	3	textured surface, works well, loud buttons	1	top of base unit gets hot under heavy usage making it uncomfortable to use, cool under normal usage		
2	2	2	706	normal	MSI	GL62 7RDX	95990	Black	"15.6"" FHD"	8GB DDR4	i7 7700HQ	4GB GDDR5	NV GTX 1050	1TB 7200RPM	Win 10	No	2 yr											15.6	8971	48	1	1	2	8	4	6	3	i7 7700HQ performs 10-15% better than i7 6700HQ	capable of playing even the most demanding games on highest resolution	GL62_15_Black	GL62	7RDX		2	entirely plastic, wobbly lid, decent hinges, satisfactory quality overall	2	average brightness, wide color gamut, low contrast, poor viewing angles	1	tinny and unbalaced, decent volume	3	-	3	textured surface, works well, loud buttons	1	top of base unit gets hot under heavy usage making it uncomfortable to use, cool under normal usage		
19.5	25.5	26	707	normal	MSI	GS60 2QE	174500	Black	"15.6"" FHD"	16GB DDR3	i7 4720HQ	3GB GDDR5	NV GTX 970M	1TB 7200RPM + 512GB SSD	Win 8.1	No	1 yr											15.6	0	47	0	1	3	16	3	1	3	#N/A	capable of playing games like crysis 3, battlefield 1 on utlra resolution	GS60_15_Black	GS60	2QE		3	magnesium-alloy chassis, brushed aluminium lid	3	-	3	loud, decent quality	3	-	3	-	1	bottom gets super hot under heavy usage, keyboard and touchpad get little warm too, stays cool under normal usage		
2	2	2	708	normal	MSI	GL62M 7RD (i5 version)	72990	Black	"15.6"" FHD"	8GB DDR4	i5 7300HQ	2GB GDDR5	NV GTX 1050	1TB 7200RPM	DOS	No	2 yr											15.6	6850	48	1	1	2	8	2	6	3	i5 7300HQ performs 10-15% better than i5 6300HQ & 15-20% worse than i7 6700HQ	capable of playing even the most demanding games on highest resolution	GL62M_15_Black	GL62M	7RD (i5 version)		2	entirely plastic, wobbly lid, decent hinges, top of base can be flexed with little pressure	2	average brightness and contrast, narrow viewing angles	1	loud but bad quality	3	-	3	-	3	gets little warm under heavy usage		
2	2	2	709	normal	MSI	GL62M 7RDX (i5 version)	75990	Black	"15.6"" FHD"	8GB DDR4	i5 7300HQ	2GB GDDR5	NV GTX 1050	1TB 7200RPM	DOS	No	2 yr											15.6	6850	48	1	1	2	8	2	6	3	i5 7300HQ performs 10-15% better than i5 6300HQ & 15-20% worse than i7 6700HQ	capable of playing even the most demanding games on highest resolution	GL62M_15_Black	GL62M	7RDX (i5 version)		2	entirely plastic, wobbly lid, decent hinges, top of base can be flexed with little pressure	2	average brightness and contrast, narrow viewing angles	1	loud but bad quality	3	-	3	-	3	gets little warm under heavy usage		
23	29	26	710	normal	MSI	GS60 2PL Ghost 	109990	Black	"15.6"" FHD"	8GB DDR3	i7 4710HQ	2GB DDR3	NV GTX 850M	1TB 7200RPM	Win 8.1	No	2 yr											15.6	0	40	0	0	2	8	2	1	3	#N/A	slightly better than 940MX, which is the best mid-range GPU	GS60_15_Black	GS60	2PL Ghost 		3	magnesium-alloy chassis, brushed aluminium lid	3	-	3	loud, decent quality	3	-	3	-	1	bottom gets super hot under heavy usage, keyboard and touchpad get little warm too, stays cool under normal usage		
2	2	2	711	normal	MSI	Prestige PE60 6QE	79990	Silver	"15.6"" FHD"	16GB DDR4	i7 6700HQ	2GB GDDR5	NV GTX 960M	1TB 7200RPM	DOS	No	1 yr											15.6	8132	44	1	1	2	16	2	6	3	i7 6700HQ performs 15-20% better than i5 7300HQ & 5-10% worse than i7 7700HQ	capable of playing games like crysis 3, battlefield 1 on high resolution	PE60 6QE_15_Silver	Prestige PE60	PE60 6QE		3	very thin brushed aluminium cladding on lid and top of base unit, not as rigid as expected	2	poor contrast, color accuracy and viewing angles, average brightness	3	loud, decent quality	4	soft keys, comfortable	3	smooth	2	touchpad and some keyboard areas become warm under heavy usage making it little uncomfortable to use		
